comment,sentimiento,tema
si hay algo claro es que los hijos y familias de la clase politica venezolana no pasan ni pasaran las penurias de inmigrar ilegalmente mucho menos sufrir la perdida de un ser querido por tener que desplazarse forzosamente de su pais los repudio,tristeza,politica
pobre monomeros tremenda empresa que fue en el pasado y hoy quedo reducida a un pinche botin de guerra simbolo de la decadencia y falta de etica de la politica colombo venezolana,tristeza,politica
estoy harta de la politica venezolana,tristeza,politica
perales el zulia se gobierna solo y no depende del resto de venezuela la gasolina que se consume en el zulia es traida en su mayoria de colombia y nos sabe a culo la pagamos al precio que sea porque hay para eso lo del zulia no suma ni resta nada a la politica venezolana,ira,politica
luego de ejercer mi derecho al voto como ciudadana extranjera con residencia permanente en venezuela el votar no es obligatorio y siendo extranjera es un gran privilegio poder participar y opinar en unas elecciones mas aun con la situacion politica venezolana,alegria,politica
si bien los nudos en la politica venezolana se han vuelto complicados de desenredar desde hace rato estos dias los nudos estan demasiado endurecidos mejor hacer como pensar esperar antes de hablar y me suscribo a su idea,ira,politica
llamar abiertamente al asesinato de alguien publicamente es un crimen la oposicion venezolana promueve la muerte como practica politica son criminales,ira,politica
el presidente de nuestra organizacion politica recuerda que cada 13 de enero desde 1946 la democracia cristiana venezolana conmemora la creacion de nuestra alternativa politica que durante su rica historia a contado con grandes y honorables liderazgos,alegria,politica
maduro no tiene nada de bruto y diosdado menos creo que es todo lo contrario la oposicion venezolana que no existe es lo mas ridiculo en la politica de este pais simplemente es parte de gobierno,ira,politica
no quiero ser negativo ni desanimar a nadie pero venezuela produce menos de un millon bpd eso de que el petroleo de venezuela es necesario fue una buena propaganda politica y tipica arrogancia venezolana,ira,politica
que desgracia que la cancilleria venezolana solo sirva para propaganda politica,tristeza,politica
pedro pablo te sigo porque siempre pense estabas claro con la politica venezolana pero este hilo me resulta vergonzante no parece cosa tuya a que santo viene esto de justificar lo de mexico de verdad crees que a alguien tan cinico como guevara le importa algo mas alla que,ira,politica
es que se te deberia de caer la cara pero es que asi son todos los zurdos unos cinicos que les encanta defender democracias como la rusa china o venezolana yo pensaba que en espana la politica era de altura pero no estan muy lejos de las porquerias que gobiernan latam,ira,politica
bello el circo que es la politica venezolana,alegria,politica
buenos dias caferetuiteandonotirumbos y leyendo prensa venezolana noticias 20012022 politica 90 dias cpi economia bien gracias social pcrqr80 arriba caribes saludos cordiales,alegria,politica
la realidad politica venezolana exige que todas las organizaciones politicas se legitimen mediante recenso y renovacion de todas las autoridades nacionales de los partidos politicos actualicen sus estatutos y se comprometan con la etica la moral y la ciudadania,ira,politica
estas ridiculeces deben desaparecer a futuro de la politica venezolana se requiere seriedad sobriedad y mucho honor para optar por liderar a un pais y sus ciudadanos pero estamos cubazuela donde todo esta permitido desde el ridiculo hasta el escandalo,ira,politica
buenos dias cafe google y leyendo la prensa venezolana noticias 22052022 politica maduro elogio a cantv economia unica esperanza industria petrolera social ninos migrantes abandonados si paz saludos cordiales,alegria,politica
en verdad la fecha no es tan importante por que de paso de una dictadura militar a una dictadura civil de elites con tutelaje militar ahora bien de la politica actual la fecha mas importante para la patria es el 13 de abril para mi ese debe ser el dia de la democracia venezolana,alegria,politica
habla el que pretende adoctrinar en la ignorancia para asi chupar del bote y darnos lecciones de dictadura venezolana como modelo de vida social economica y politica deja de decir tonterias y vete a trabajar al campo conoceras algo nuevo llamado trabajar para comer,ira,politica
si lo vi dice que los narcos colombianos infiltraron la politica venezolana no niego que haya un narcoestado en tu pais pero tampoco veo pruebas contundentes en ese videomucha especulacion y poca evidencia,ira,politica
sera maria corina hermes ramirez asegura que en este 2022 importante mujer de la politica venezolana fallecera de un cancer terminal y un notable hombre de un infarto video,tristeza,politica
tomen su medalla alli si hay patria ojo la cosa esta fue la que mezclo en sus declaraciones la ique politica venezolana con el deporte,ira,politica
aqui el enlace para descargar el libro con la patria a cuestas de gioconda cunto de san blas con 10 anos de escritos en talcual un lujo para la divulgacion cientifica y politica venezolana en estos tiempos funestos,alegria,politica
si esa es tu opinion te la respeto prefiero defender a maduro y no a guardo lo mas perverso que ha llegado a la politica venezolana tu jala bola a guaido y yo a maduro venceremos viva chavez y maduro,ira,politica
jajaja lillian lo torturo tantoq activaron con los poderes cosmicos un leopoldito o leopoldita ya ni se de verdad que hay que reir para no llorar con la politica venezolana que cosas con los ricos de cuna no asi lo llamarelos ricos de cuna temp 1,ira,politica
la politica venezolana convertida en penoso espectaculo partidos judicializados guerras intestinas ambiciones extemporaneas etc la oposicion democratica debe desmarcarse de tanto relajo y desproposito preocupa,tristeza,politica
con sonrisitas y todo pero a la oposicion venezolana no la recibe porque no quiere meterse en politica viejo sin verguenza,ira,politica
la senora deberia dedicarse a solucionar esos lios personales y dejar ya la politica cobre la indemnizacion y viva tranquila tiene un pasado con su gran afinidad con las putas farc y la dictadura venezolana que siempre le servira de show mediatico a la extrema derecha del cd,ira,politica
tus traumas con la lamentable situacion venezolana son atendibles es evidente que no distingues pera de manzana respecto de la sideral diferencia entre la historia politica de ambos paises y de los fundamentos historicos que han desencadenado el replanteamiento constitucional,tristeza,politica
el pais cagado y con el agua al cuello y los politicos criticando las elecciones del peru y la politica venezolana,ira,politica
no entiendo pero tu no eres chavista tambien tienes mas de 50 anos en la politica venezolana y no has ganado nada bueno quizas otras cosas de valor a tu favor bueno en que tenga ojo que vea y entienda verdad camarado,ira,politica
pura politica venezolana,ira,politica
que tiene que sea venezolano eso no quiere decir que se pa de politica venezolana xd,ira,politica
no es casual que los que mas hacen ruido por ese lado sean los que venden la falsedad de que el problema fundamental de la politica venezolana es la polarizacion y no el autoritarismo gubernamental,ira,politica
entre las ensenanzas que nos deja barinas es que desechables como este deben ser senalados y vomitados de la vida politica venezolana sinverguenza y colaborador en una palabra chavista,ira,politica
la oposicion politica venezolana que de mediocridad le sobra en excedente deberia apoyar todo autoproclamado es decir a los lideres de luganks y donetsk ademas de apoyar a putin como asi apoyan a los genocidas del gobierno de los eeuu,ira,politica
si de verdad quieres salir del regimen tienes que saber que en la politica venezolana no existe una oposicion real al regimen sino una falsa opoficcion y pruebas de ello hay muchisimas si se la da de shakira es su problema,ira,politica
ni cerca debido al extremismo polarizacion de politicos del poder que no la importa a los ciudadanos sino sus riquezas individuales para completar guerrillas narcotrafico y crimen organizado necesitamos un reset de toda la politica venezolana y exiliar a todos esos politicos,ira,politica
la clase politica venezolana no propone nada nuevo no habla de algun proyecto de resolucion de problemas que dia a dia todos vivimos no dice nada para avanzar su unico objetivo es sacar a maduro y realmente eso ya da ladilla aburre es mas de lo mismo,ira,politica
1 no atentos yo sigo la politica venezolana desde el 2013 ahi paso que a capriles le hicieron fraude descarado igual que aqui y todo el pueblo le decia que la luche que pida ayuda que no le roben las elecciones el no hizo nada de eso lo que hizo fue mandar a que,ira,politica
