tweet,sentimiento
"siempre que estoy asqueada pienso en el olor del queso suizo y me asqueo mas,que mala costumbre🤢",Muestras/asco
"piqué 🤮🤮🤮 clara, pobre, mera encartada la que se metió. pero bueno, cada quien tiene lo que se merece. 😌",Muestras/asco
hacer una proyección de ese calibre y querer comprar dos macbook 🤮,Muestras/asco
"ruana triste, debe oler deliciosisimo..... 🤢🤢",Muestras/asco
me imagino la escena con el que me robo el espejo del carro 🤢🤢🤢,Muestras/asco
esto es el prd y ya nada me sorprende 🤢,Muestras/asco
dónde me dejas las mujeres que les gusta comparar la ex con la actual???🤢,Muestras/asco
somos tú y yo 🤮,Muestras/asco
q asco de personaje 🤮,Muestras/asco
migraña a 🤢,Muestras/asco
cómo hay tanta basura reunida en un solo lugar la asamblea 🤮,Muestras/asco
como maluquita esa gente.🤢🤢🤢,Muestras/asco
"siii, y los guerrillos, violadores y asecinos, que están en el senado, a éstas escorias, siiiiii esos siii,, izquierda doble moral 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮",Muestras/asco
"si osea caen re mal son unos hipócritas doble caras huelen mal groseros, malos odiosos osea esos niños de quienes serían ídolos 🤮 de puras gentes pendejas hasta ami me dolió soy pendeja jajaja lmao",Muestras/asco
tengo morados en la nalgas de tanto inyectarme 😔🤢,Muestras/asco
"los santos, no tienen derecho a opinar,, ustedes las mayores ratas de éste país.. usted y su familia 🤮 🤮 🤮 🤮 🤮 🤮 🤮",Muestras/asco
"muy buena vibra por aquí, pero que mierda de persona eres.🤢",Muestras/asco
pero que dices es una aberración esa jill 😅😂😅😅😅😅🤮🤢,Muestras/asco
"el mismo diablo, que asco 🤮",Muestras/asco
aunque sea movin del q habla eso si fue bien racista🤮,Muestras/asco
la gente que le ve a las gaseosas 🤮,Muestras/asco
gas como hablan los rolosas 🤮🤮,Muestras/asco
"prensa canalla , y asquerosa 🤮 sus titulares dan ganas de ir al baño hacer del y vomitar 🤮 ya costa rica no come cuento",Muestras/asco
"si yo no dijera todas las cosas que siento o pienso moriria, no podría soportarlo, no entiendo como antes podía ser así que me lo callaba todo 🤮",Muestras/asco
qué sensible 🤮,Muestras/asco
what obvio elimino los doritos 🤢,Muestras/asco
la cara de navarro 😂🤢,Muestras/asco
éstas uribestias hijueputas definitivamente son rebrutas uffffff 🤢🤮🤮🤮🤮,Muestras/asco
"se cuento de que era perro pero cambio por ti , no sé lo come nadie 🤮",Muestras/asco
😱😱😱😱🤮🤮🤮🤮🤮🤢🤢🤢🤢😡😡😡😡ufaaaa la inmoralidad e sinverguenza es de su máximo expresión 😱😱😱😡😡😡🤢🤢🤢🤢🤮🤮🤮🤮🤮,Muestras/asco
"parce de verdad lara debería como desaparecer con esos gustos de mierda, el rollito siempre superior a cualquier hojaldrado🤮🤮",Muestras/asco
y a usted que le importa cómo tenía a un narcoestado ahy si no dijo ni deje de ser tan 🤮😡🤬,Muestras/asco
tal cuál 🤣🤬🤢 así sos!,Muestras/asco
ésta uribestia hijueputa definitivamente es rebruta 🤢🤮🤮🤮,Muestras/asco
"hace rato no tomaba, qué guayabo 🤢",Muestras/asco
me volvió a salir todo el acné que tenía viendo un video🤢,Muestras/asco
disque abre el ojo patético 🤮,Muestras/asco
de dónde sale tanto pendejo en colombia de por dios🤮,Muestras/asco
"naty peluso te banco, pero me da asco verla toda mojada se me hace que le hiede la cabeza olor a transpiración y olor a cuerpo 🤢🤢🤢🤢🤢🤢",Muestras/asco
la gente que vende la ropa usada 🤮,Muestras/asco
no soy uribista pero mucho menos de linea de izquierda la mayoría son un 🤮. en la universidad casi me doy de trompadas con un profesor que quería imponer su ideología marxista.,Muestras/asco
"sii, me sabe como a ácido herrumbre algo así, hay cosas que me saben como a perfume arándanos 🤢",Muestras/asco
"esa sabe que está perdido y lo q le queda es incomunicar, para esconder su derrota!! díos mete tu mano!!🤮",Muestras/asco
sabe todo simple y tiene textura rara 🤢 comprendo que es de las más saludables y blabla pero en cuanto a sabor... sobrevalorado,Muestras/asco
entonces el soberbio de juan cruz real nunca gana un partido de visita pero siempre en superior a sus rivales que hijueputaa tan versero siempre con la falta de humildad por delante nunca le da nada al rival y como tiene a los nefastos de avalando su verso..🤮🤮,Muestras/asco
hoy vuelve got😍,Muestras/asco
"que hermosas expresiones 🤣🤣🤣🤣 estas más loca que nunca, el odio te esta matando...🤮",Muestras/asco
gamin antes te admiraba pero te volviste lo peor 🤮,Muestras/asco
"finjamos sorpresa, impunidad total! 🤮🤮",Muestras/asco
el día siguiente 😨🤢,Muestras/asco
"pues... eso está hablado. viviendo juntos sin casarnos no es novio, pero esposo suena a casados. y marido... me suena tan feo... er marío mío🤢 así que se queda pareja😌😂",Muestras/asco
mostaza. 🤢,Muestras/asco
prefieren exponer a su pueblo cuando solo tienen que pasar unos minutos a hacer la segunda prueba 🤢 que lindo mi gobierno 🤮 para que proponen cuarentena total si hacen salir a los infectados a la calle,Muestras/asco
quisiera cómprame unas salchipapas con alitas pero preferí tomarme mi jugo verde 😷🤢,Muestras/asco
que cinismo tan hp del centro demoniaco 🤬🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮,Muestras/asco
qué horror el vídeo del viejo ese... 🤮,Muestras/asco
estoy más maluca que una tazada de babas les digo pues. 🤮,Muestras/asco
hay q desterrar de toda administración pública esa caterva de hampones disfrazados de politicos..!! 😤🤮😡🤬,Muestras/asco
copia barata volumen . 😂🤮,Muestras/asco
qué iluso eres por esto es que siempre sales con las tablas en la cabeza 🤮😱,Muestras/asco
😖 ahi se dan la pela con los crocks 🤢,Muestras/asco
dia no se qué de la cuarentena desvelo a causa de una migraña la hp 🤮,Muestras/asco
"oigan, han comido salchipapa con tomate? primera vez que como eso con tomate y es de mi gusto. 🤮",Muestras/asco
"chiste usted que saca a alguien de una clase virtual. estamos en el , no en . actualice sus estudios, profesora. 🤮",Muestras/asco
"horrible, también lo pienso y le temo a pedir domicilio 🤮",Muestras/asco
pueden pasar dos cosas que sea un hit o todo un fiasco. realmente no me siento muy cómodo pensando en el sabor a cilantro congelado 🤢,Muestras/asco
después de seguidos de trasnocho mezclados entre fiesta y trabajo llega el bendito insomnio y cambio de horario😨🤮🤢,Muestras/asco
tan difícil saber la respuesta 🤮,Muestras/asco
decírselo😭🤢🤮 twitterlo🥰😳😎,Muestras/asco
"cuándo llegará el día que se acabe la inclusión forzada y la corrección política. cada vez películas y series más malas, contenidos basura para inyectarnos un mensaje político y educarnos a todos. queremos buen entretenimiento y no una conferencia 🤢🤢🤢🤢🤮🤮🤮🤮🤮",Muestras/asco
todo para los likes de otras aficiones dan asco 🤮🤮🤮,Muestras/asco
perdón pero no como salchipapas 🤢🤮,Muestras/asco
nah pana coma mierda 🤢🤮,Muestras/asco
que cagada 🤢🤮,Muestras/asco
ya es sábado denuevo?😭🤮,Muestras/asco
"ustedes entrenen, siempre se van con el drogadicto sin futuro 🤢",Muestras/asco
"a mí me llevaron obligada con un guayabo ni el hp!!! el olor del sitio era tenaz, moscas por todos lados, aguas negras por todos lados, lavaban todos los platos en un valde con agua sucia 🤮🤮🤮 no es nada recomendable !!!! 🤢",Muestras/asco
neuronas cabal 🤮,Muestras/asco
cacho ventiao 🤮🤮,Muestras/asco
el show de los fiscales el show del partido judicial 🤮🤮 cfk pidió exponer nuevamente ante el tribunal cfk pidió ampliar su declaración ante la falta de pruebas todosconcristina todosconella sin justicia no hay democracia!!!!,Muestras/asco
"por favor, y eso le importa a alguien, si acaso es verdad ,🤮",Muestras/asco
cosa que me desespere en la vida y una persona tacaña. 🤢,Muestras/asco
"ascooooo moooo, porque le hace rt a eso🤮 pobre tortuga😔",Muestras/asco
msrico que asco d página y que memes guatire 🤢,Muestras/asco
los mismos de hace años !!! colombia es un chiste 🤮🤮🤮 realismomagico locombia paispodrido,Muestras/asco
y el jefe de jefes de la corrupción hace rato debería estar en la cárcel 🤢,Muestras/asco
me descargue el álbum del mundial virtual porque pobre siempre,Muestras/asco
que mamera tener vecinos tan chismosos y especuladores... 🤮,Muestras/asco
"no gracias, no me interesa 🤮",Muestras/asco
claro y a cuántas familias desplazaron ellos? 🤮🤮🤮,Muestras/asco
"la gente cree que uno los bloquea y por eso ganaron pero la verdad es que si yo te bloqueo es porque eres insoportableeeeeeeee, no te tolero, me das dolor de estómago 🤮 no te quiero ni ver, no existes para mi",Muestras/asco
"elhoyo literalmente es un asco si usted tiene un estómago como el mío; no la vean a menos que quieran dejar de comer por muchos días, mejor dieta no hay!🤢",Muestras/asco
aqui en panamá a donde vayas veras un pataconsito hasta cuando?🤮,Muestras/asco
pero para promover el acuerdo escazú si no tiene reparos 🤢,Muestras/asco
está bruja entonces que quiere que le den miles de medallas a cambio de miles de vidas😡🤬🤮,Muestras/asco
a de 🤮 pero,Muestras/asco
"tengo unos nuevos vecinos hace como meses ya, siempre fuman narguile pegaditos a mi ventana. al principio el olor me parecía rico, pero ya a este punto lo encuentro insoportable.🤮",Muestras/asco
"porqué no se calla 🤮 ... ufff, que impertinente, como enloda el trabajo de su hijo con sus palabras.",Muestras/asco
"para mi no existe! si existiera no habrían pasado años, aún habiendo ganado la putrefacta los venezolanos, q si queríamos salir de este inframundo pusimos los nuestros hijos y los muertos, ellos negociaron el país. todos! para mi no hay güeso sano pá mí...🤮",Muestras/asco
"ustedes la gentuza que justifica a estos criminales mínimo son iguales, mínimo violan niños y asesinan personas en sus ratos libres, 🤮.",Muestras/asco
aun no entiendo cómo hay gente que dice uy que asco 🤢 si el tequeyoyo es lo mejor,Muestras/asco
un completo 🤮,Muestras/asco
quien rayos desayuna cigarro? 🤢,Muestras/asco
"pero de qué sirven tus asquerosas disculpas 🤮 solo lo haces por tu abogado te lo aconseja,",Muestras/asco
gas llave 🤮,Muestras/asco
tumbar el gobierno. que asco 🤮,Muestras/asco
"es verdad, triple hijueputa mamerta...🤢🤢🤢",Muestras/asco
"bueno el vice alcalde es vecino de costa oeste, pero ese no asiste a ninguna de las reuniones, estoy por pensar que el tema de los precaritas tiene el respaldo de la alcaldía, cuidado con un negocio turbio con esos terrenos 🤮",Muestras/asco
piqué al parecer es titular y capitán🤮,Muestras/asco
"ayyyy no, ya mejor llévame diosito🤮",Muestras/asco
"y ese descarado dice que está listo para ser presidente de venezuela. por favorrr, hasta cuando estos muertos vivientes, zombies o como se llamen, no sé cansan de robar? ellos y su familia son una plaga 🤮🤮🤮😡",Muestras/asco
hey enserio hay gente que le gusta la salsa de piña 🤢🤮,Muestras/asco
de nuevo será que por esto nos perciben como el país más corrupto del mundo ️ necesitamos leyes de estado y lideres como ustedes para cambiar toda esta mierda 🤢,Muestras/asco
me acuerdo y me da asco 🤢,Muestras/asco
lo peor es qué hay gente que baja aunque haya gusto a moneda ahre 🤢,Muestras/asco
que arrogante ese man. 🤮,Muestras/asco
loco ya no puedo más 🤢,Muestras/asco
así como cuando tomas un servicio de transporte y te llevan todo el camino con reggaeton🤮🤮,Muestras/asco
ajajaaj yo si me lo encontré y a lo bien que qué cosa tan desagradable 🤮🤮,Muestras/asco
por eso no bajas la panza 🤢,Muestras/asco
ladrón y sin vergüenza 🤮,Muestras/asco
no soporto la gente solapa y es la que mas me rodea !! 🤢,Muestras/asco
"ambas guarida d izquierdozos 🤮😖😡 pero la onu es la peor, cuerda d descarados, empezando por la bachelet.",Muestras/asco
"cierta jeva me canse, odio a los pisis aaaa 🤬🤬🤬🤢🤮 also cierta jeva",Muestras/asco
usted es un uribestia hijueputa 🤮,Muestras/asco
"lo peor de todo, es que el tiempo me sigue dando la razón 🤢",Muestras/asco
el mate amargo 🤮,Muestras/asco
justo cuando me dedico a comer les dan por mandar las imágenes y video del man pelando la zorra y la culebra 🤢,Muestras/asco
cualquier reggaetón y vallenato sin excepción! 🤢🤮,Muestras/asco
ese ejército de zombies que la defiende a capa y espada 🤢,Muestras/asco
q asco mis mensajes de meses anteriores 🤢,Muestras/asco
"mi mamá por milésima vez hoy me dijo que iba a terminar casada con mi mejor amigo. si buenasssss, no lo creo. 🤢 jajajaj",Muestras/asco
si el fuera un jugo seria el de tomate de árbol 🤢,Muestras/asco
"los gatos son portadores del parásito toxoplasma gondii, responsable de la toxoplasmosis. 🤢",Muestras/asco
que asco manes como tú 🤢,Muestras/asco
de verdad que esté viejo es otro nivel😡🤮,Muestras/asco
es horrible de verdad 🤢,Muestras/asco
odio que me den náuseas 🤢,Muestras/asco
"no gana, no empata, no hace nada si no le pitan penalti... q equipo tan asqueroso 🤢🤢",Muestras/asco
q asco las minas asi jajaaj 🤢🤢,Muestras/asco
lástima farcaracol en esta criminal empresa..!! faruchos declarados..!! dan asco..!! mucho asco.🤮,Muestras/asco
no les da pena estar tirándole a uno con la foto de perfil con la novia? jajajajajajajaja 🤢,Muestras/asco
jajajajja huy🤢,Muestras/asco
mis ojitos!!! 🤢,Muestras/asco
que vergenza ajena me da 🤮,Muestras/asco
hacer cosas nuevas me da como un vacío en el estómago más raro 🤢,Muestras/asco
hay unos manes con unas barbas 🤮🤮,Muestras/asco
hombre de anime con afición a lo erótico 🤮 mujer de anime con la misma afición 😍,Muestras/asco
fuerzas fiscales!!! d trrr🤢🤮🤬,Muestras/asco
es increíble! uno ya ha perdido la capacidad de asombro .🤮,Muestras/asco
"la gente por qué será así, que asco. 🤢",Muestras/asco
"ese man es re paila, 🤢 que asco",Muestras/asco
"a quién le va interesar un casi cuarentón, desempleado, uribista, machista y seguramente maltratador de animales? 🤢🤢🤢🤢",Muestras/asco
te gané...ya tengo hasta fiebre y todo!!!😳🤢😁,Muestras/asco
"odio tomar vino solo, me vuelvo melancólico y cursi 🤮",Muestras/asco
que asco 🤢 por eso odio los gimnasios y prefiero correr.,Muestras/asco
demasiado lleno 🤮,Muestras/asco
éste uribestia hijueputa definitivamente es rebruta 🤢🤮🤮🤮,Muestras/asco
